artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,top_200
John Williams,"Welcome To Jurassic Park - From ""Jurassic Park"" Soundtrack",7MW1YzseA4CGfrZMBLqQWK,53.0,0.902,0.117,474933.0,0.0843,G,0.0764,-20.023,0.038,81.659,0.0529,0
Hub City Stompers,Skins Don't Cry,6EWtweP3D2FCgjxM8GP08K,20.0,0.000526,0.593,141592.0,0.962,A,0.0694,-1.649,0.04,94.528,0.967,0
Catch 22,Rocky,1UfJMy6T5L3Aqvp4PA9csj,21.0,0.000486,0.436,203387.0,0.943,A,0.172,-6.345,0.124,155.022,0.532,0
Gotan Project,Amor Porteno,0nUz6ogQrBMDHkEdsTCXls,28.0,0.333,0.541,307653.0,0.305,B,0.0774,-11.9,0.0529,63.202,0.158,0
Young the Giant,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,67.0,0.0343,0.534,249520.0,0.721,B,0.115,-7.307,0.0417,128.978,0.225,0
X Ambassadors,Unconsolable,0jpoRHaMiyKNnCectzcXTv,45.0,0.003,0.669,216707.0,0.587,F#,0.112,-7.55,0.0419,150.961,0.347,0
StoryBots,How Do Volcanoes Work?,4iiTCRH5nnR1QPNgEtJdC5,26.0,0.413,0.836,87138.0,0.492,B,0.103,-7.697,0.0528,104.086,0.954,0
Sir Charles Jones,Honor,2nEpvW2uZT9uhpThjHD71g,0.0,0.542,0.679,300600.0,0.441,F,0.192,-6.58,0.0543,75.078,0.42,0
Borgore,Be Ourselves,5h220ez9GQDrCnSSZGNVtD,34.0,0.00938,0.667,264737.0,0.889,F,0.12,-3.038,0.0321,127.994,0.211,0
Giacomo Puccini,Madama Butterfly - Act I: O Kami! O Kami!,6OFORkhfoVBR3spjdYNh07,11.0,0.911,0.345,37387.0,0.117,E,0.605,-19.331,0.0395,110.715,0.269,0
KRANE,Feel It (feat. CXLOE & Khamsin) - Vincent Remix,2VBXhTwufEr4ANCVs2rz1V,41.0,0.0997,0.282,197500.0,0.813,C,0.101,-3.402,0.076,143.937,0.375,0
Kyoto Harp Ensemble,アリエッティの唄 (借り暮らしのアリエッティ)harp version,5bQqWiHFzhtUqbnsVtSRzy,21.0,0.984,0.687,202080.0,0.286,G,0.117,-13.445,0.0339,125.048,0.325,0
Hot Flash Heat Wave,Head in the Clouds,7Kjj4KC4cAoReeN0ryZrA5,51.0,0.403,0.465,239659.0,0.568,E,0.141,-7.007,0.0293,175.949,0.454,0
Henry Jackman,Once a Thief...,1wXaw7zJTZrppj1ux0QZBH,30.0,0.813,0.271,133627.0,0.209,G#,0.309,-23.104,0.0371,149.651,0.0541,0
Almighty,Siempre Esta Conmigo,3vSpHqg9CTsX6G192ONn9I,50.0,0.173,0.701,185258.0,0.553,A#,0.11,-6.203,0.208,91.986,0.308,0
Mad Caddies,Shoot out the Lights,2KPyCkmhhVcBfCgwPCorVL,37.0,0.0606,0.839,199387.0,0.738,G,0.123,-4.327,0.0308,143.963,0.967,0
Boosie Badazz,Smoking On Purple (feat. Webbie),1BQpZVznpItCJI0FlHQPfo,53.0,0.0814,0.804,253187.0,0.762,B,0.618,-3.189,0.272,145.422,0.794,0
Cosmo Pyke,Great Dane,6OCFXXVmoPFtidXA7ey1SI,55.0,0.104,0.498,478037.0,0.692,F,0.0688,-6.05,0.176,136.662,0.577,0
The Beatles,I Am The Walrus - Remastered 2009,6Pq9MmkDQYZiiCDpxnvrf6,64.0,0.0828,0.401,275867.0,0.556,D,0.589,-10.532,0.0513,85.206,0.654,0
Nick Cave,Memory,2idijqFAXKGH7FK3HWViWu,26.0,0.9,0.121,222427.0,0.146,C,0.105,-16.332,0.0441,96.718,0.0328,0
Kyle Cease,"Doing Comedy Over Another Comic, Revamping A Classic",6i9dD4y63uq8BFkXQrkKmA,12.0,0.777,0.523,238800.0,0.865,G#,0.893,-3.771,0.839,139.045,0.644,0
Paul Baloche,Hosanna,0hn1ggklhhX2yZjlOyHJoE,37.0,0.000887,0.511,404240.0,0.839,G,0.452,-5.427,0.0326,113.899,0.292,0
Sugar Kane Music,Sing A Round In The Car,6hAyKFbaxbfYuLHITMF38X,1.0,0.921,0.809,97333.0,0.27,G,0.0868,-10.271,0.344,160.538,0.894,0
Kevin Roldan,Mr Kr,29JWFDsElqXsZo0gq5rnnQ,45.0,0.115,0.748,254793.0,0.575,G,0.237,-5.776,0.283,81.507,0.639,0
Face To Face,Walk the Walk (Live),2abWbVfPnsZnBNJv0yikQb,21.0,0.0262,0.466,207467.0,0.981,C,0.567,-4.472,0.0944,116.924,0.446,0
Friday Pilots Club,End of It,5SVdsAbdlxHOnhp4azH85D,44.0,0.0132,0.697,209515.0,0.551,E,0.0604,-9.954,0.046,100.975,0.784,0
Chase & Status,Retreat2018,6W7ZgAMlxfyvicmlPntYPI,48.0,0.0303,0.446,275320.0,0.939,F#,0.553,-3.586,0.11,108.658,0.125,0
Hobo Johnson,DeMarcus Cousins & Ashley,3Da4fn16Z1pocubl9G9LEv,53.0,0.415,0.562,150732.0,0.625,C,0.302,-7.8,0.709,75.291,0.577,0
Stevie Ray Vaughan,Tin Pan Alley (AKA Roughest Place in Town) - 1982 Version,39sod67vZ21ZMHWg5sfbqW,39.0,0.529,0.539,457280.0,0.12,F#,0.109,-14.916,0.0322,102.702,0.289,0
James Newton Howard,The Countdown,3i3g2kJg5DMrp0rC5g98Ow,31.0,0.211,0.27,118413.0,0.367,D,0.155,-17.003,0.0726,83.458,0.0362,0
Taking Back Sunday,Cute Without The 'E' (Cut From The Team),6PsISpFaCEKwysPfwO9SfC,68.0,0.0333,0.361,211547.0,0.868,C#,0.0713,-4.366,0.0483,93.948,0.534,0
El Jazzy Chavo,The Kid Wit' Da Flava,6inFZZGvfOZ4KBcJAROm7v,45.0,0.206,0.728,160000.0,0.511,A,0.0832,-10.051,0.0636,80.998,0.581,0
HAIM,Little of Your Love,1XCpzvtHjANEBhS9a4xqQ2,55.0,0.116,0.612,213880.0,0.856,A,0.647,-3.273,0.0479,112.94,0.681,0
Roddy Ricch,Sak Passe,3gqBMSwiu2QMjl3a63g7bV,54.0,0.0257,0.637,164624.0,0.501,C,0.111,-10.634,0.475,139.484,0.304,0
Wolfgang Amadeus Mozart,"Die Entführung aus dem Serail, K. 384, Act I: Wer ein Liebchen hat gefunden",4sCnKZRDaOqGJdv4lwCuzB,20.0,0.953,0.414,352467.0,0.26,G,0.865,-22.16,0.469,85.062,0.564,0
The Bouncing Souls,No Comply,0i7MgkPW0jZGHmAcEA9wM8,28.0,0.000172,0.298,118733.0,0.99,E,0.361,-3.099,0.0956,127.636,0.672,0
Guaco,El Sueño de Simón,1nIArGCEyiqhJlypvQ1V1h,20.0,0.597,0.565,272196.0,0.574,F,0.199,-12.673,0.0955,102.498,0.529,0
Quincy Porter,String Quartet No. 8: Adagio molto espressivo,2howQDxW241FLqdEqM4iSw,33.0,0.944,0.173,288267.0,0.0991,D#,0.108,-21.33,0.046,114.268,0.0368,0
Moby,Hey! Hey!,6fu5TJBMTb8EKYuoMBtmwH,21.0,0.000354,0.343,263267.0,0.955,G,0.114,-2.374,0.0906,164.95,0.543,0
George Strait,I Know She Still Loves Me,7IyffzT1kfOLVjYq0WoYhQ,37.0,0.225,0.546,184053.0,0.275,E,0.13,-14.316,0.0341,144.337,0.162,0
Beats Antique,Dope Crunk,512zaqxYXh3wDcltZYkNmg,32.0,0.00318,0.678,352293.0,0.846,G,0.0679,-5.875,0.0517,90.014,0.537,0
Tambor Urbano,Cumpleaños Felíz,2LU2NeJWBsUlTdzn6HtyeY,35.0,0.549,0.555,247413.0,0.752,C#,0.325,-10.147,0.0908,142.819,0.865,0
Pharrell Williams,"Happy - From ""Despicable Me 2""",5b88tNINg4Q4nrRbrCXUmg,73.0,0.219,0.647,232720.0,0.822,F,0.0908,-4.662,0.183,160.019,0.962,0
Ryan Stout,Exploring Victim-based Humor,5UqFgKp5rJUYjgUktEF6JY,13.0,0.748,0.519,212200.0,0.723,E,0.669,-11.13,0.925,89.117,0.355,0
Sugar Kane Music,I Had A Rooster,7oiQ83g7ixWuZkabICcU43,1.0,0.928,0.588,147960.0,0.165,A,0.116,-13.197,0.066,180.917,0.601,0
Crossfade,Death Trend Setta,6Xpm4ajdj9SkiP08JKg3vK,43.0,3.27e-05,0.553,214787.0,0.963,B,0.0357,-5.286,0.117,95.015,0.523,0
Capcom Sound Team,SIGMA STAGE 1,5A8KXKicc8IWnRZuQxrPOE,17.0,0.287,0.438,122773.0,0.851,D#,0.113,-9.588,0.0412,156.486,0.638,0
The Neighbourhood,Void,2wXioTynVwrEWYRv6R6vEj,61.0,0.047,0.534,203667.0,0.582,F,0.0883,-7.912,0.0401,84.183,0.346,0
No Use For A Name,Sleeping Between Trucks,0OjCUIqFYKWeTReiXk1gcv,30.0,0.484,0.672,124800.0,0.46,G,0.305,-10.752,0.0283,93.482,0.65,0
Stick Figure,I'll Tell My Friends,6V6sm2ADuFWIQa3DWwwDKB,26.0,0.438,0.889,256280.0,0.423,F,0.0486,-7.002,0.0978,132.589,0.564,0
The Swingle Singers,Walking in the Air,16Tq5k2t9XaxWAvICDscHM,11.0,0.975,0.353,202227.0,0.0728,D,0.106,-18.865,0.0337,99.788,0.0858,0
Alessandro Scarlatti,Su le sponde del Tebro - Cantata a voce sola con Violini e Tromba: 5. Aria. Largo - Voice,6rgNcWyTTt192yfCgYjIJl,8.0,0.965,0.135,129533.0,0.0236,A,0.134,-29.188,0.0527,168.047,0.044,0
ScHoolboy Q,Prescription/Oxymoron,3ljBzccXOpkHcGejRzHVjK,48.0,0.0495,0.531,429667.0,0.91,B,0.105,-5.397,0.435,119.997,0.376,0
Hopsin,I Wouldn't Do That,3unNpqOUmpuUd6YzOtk8iR,53.0,0.11,0.734,242040.0,0.905,A,0.383,-2.89,0.287,120.998,0.696,0
Nick Murphy / Chet Faker,Talk Is Cheap,7jJsme36M90Cn6aYYC2l3t,58.0,0.475,0.64,218553.0,0.577,C,0.152,-8.595,0.143,140.086,0.514,0
Christina Perri,distance,5WDlNHQW1LmcQIA15oGjiW,55.0,0.416,0.4,236067.0,0.445,D,0.0938,-7.546,0.0323,150.15,0.108,0
Daniel Pemberton,The Amazing Spider-Man,0p8ypNn35B9Ld1QJP0q3NE,40.0,0.577,0.283,116100.0,0.564,C,0.0445,-14.0,0.0829,117.503,0.0756,0
Donald Byrd,Lansana's Priestess,7yqad3MMDrKWp1R32rRzxo,39.0,0.26,0.476,459467.0,0.877,C,0.384,-8.852,0.0392,116.984,0.894,0
Kimbo Children's Music,Reverence (Andante 4/4),3PY3F0ZrMTzBdgTvqXFoEI,5.0,0.963,0.672,65453.0,0.183,A,0.0933,-17.799,0.0599,111.301,0.804,0
Lil Baby,Word On The Street,52i143Ph5c3RQaQFBXWix1,69.0,0.0562,0.888,172986.0,0.432,A#,0.112,-9.275,0.0934,99.965,0.173,0
The Countdown Kids,It's Only Make Believe,1dMndtwNYWzfLbkvArY58w,0.0,0.329,0.755,135000.0,0.274,E,0.115,-10.84,0.0347,120.029,0.376,0
DrefQuila,Cúralo,0KFxIs5ijfxwZwZaaYDBHM,51.0,0.361,0.656,220885.0,0.731,D,0.0493,-5.104,0.0419,113.084,0.369,0
Macka B,Squeeze Me,2RH1FYhjaco0qdm9HSGW4q,20.0,0.0107,0.887,233627.0,0.716,C,0.0944,-9.522,0.0521,132.857,0.929,0
Josh Blue,Being Daddy,3qYSWIOsJC13fdFvP4QP9E,14.0,0.772,0.39,309453.0,0.995,E,0.88,-3.794,0.929,89.498,0.112,0
Hans Zimmer,Turnaround (from The Little Prince: Original Motion Picture Soundtrack),0tI8SpXSnTMlnAsQbddd6t,24.0,0.769,0.632,206507.0,0.19,C,0.395,-16.4,0.0383,78.052,0.559,0
Akiko Shikata,Hanenekihana,59GPxtCgZrVjdnjIVMv6HI,12.0,0.855,0.377,251027.0,0.64,C#,0.281,-5.734,0.0365,125.087,0.816,0
Waylon Jennings,I Can Get off on You - Remastered,1tmCPGkgKKurSN1onKcaJt,50.0,0.109,0.651,142667.0,0.586,C,0.112,-11.718,0.0337,150.572,0.82,0
CNCO,Mamita - Portuguese Version,5T0MplUFJtqR4OpO9uNJLC,54.0,0.0779,0.783,174201.0,0.704,A#,0.165,-4.717,0.06,90.995,0.503,0
Sik-K,MI CASA ES TU CASA,3sjKKdIxqzHe5MxhY5Bi8U,44.0,0.0442,0.65,172411.0,0.868,C#,0.0907,-3.93,0.312,104.299,0.535,0
Boombox Cartel,Dem Fraid,3Ui9jL2IyUyu2EzffYmqPp,44.0,0.00457,0.773,210462.0,0.969,D,0.0929,-3.161,0.0692,130.02,0.432,0
IDER,Mirror,2XL0vpet395jlLPFTOeUiS,54.0,0.22,0.683,218116.0,0.604,D,0.076,-7.386,0.0424,82.01,0.551,0
Nicholas Britell,The Big Short Piano Suite,1lwF8FD3ZXaXfQEe09PeCn,29.0,0.987,0.361,715573.0,0.0318,D#,0.101,-18.297,0.0511,103.005,0.0377,0
MYTH & ROID,- An ending -,2BKolkBBuMXMNRtJFDvRxZ,27.0,0.462,0.491,130813.0,0.437,G,0.127,-15.56,0.0679,110.013,0.0386,0
The Front Bottoms,Grand Finale,4wQXk1y3jEKbHL98H7WCo5,42.0,0.000396,0.587,199773.0,0.828,G#,0.0857,-5.286,0.0285,123.039,0.709,0
Mndsgn,Use Ya Mnd (Twentyfourseven),2JL5OInj6ETNZe19D4066P,38.0,0.0381,0.396,259672.0,0.645,C,0.0818,-7.23,0.0546,79.997,0.71,0
G. Love & Special Sauce,Numbers,2duiAv7VyWcjPSSg74Q8hg,27.0,0.449,0.649,263667.0,0.791,G,0.102,-7.39,0.119,102.218,0.542,0
Jean-Philippe Rameau,"Les Indes galantes, Prologue: Ouverture",5iJLBzFllkPm10EbLFrn6T,16.0,0.963,0.419,260267.0,0.17,F#,0.338,-21.865,0.0417,103.012,0.701,0
Benny Goodman,Wholly Cats,4p9naPxsiai1ayHWKvvhCS,33.0,0.703,0.678,182653.0,0.382,D,0.124,-12.803,0.0603,105.82,0.775,0
Music Together,Ally Bally,1KehRLpkZEu8tM139Pmqev,28.0,0.982,0.344,88253.0,0.128,A#,0.185,-17.082,0.0347,110.497,0.582,0
Giuseppe Verdi,Aida: Ah no! fuggiamo!,0bwcpWRtpDm4Lt3hC2dj9R,9.0,0.975,0.311,32333.0,0.171,F,0.54,-18.601,0.103,235.446,0.679,0
Jay Critch,Try It (feat. French Montana & Fabolous),7BbJw7SeLDxB9ywy6EZjA2,53.0,0.229,0.443,192179.0,0.833,F,0.442,-4.76,0.336,179.91,0.523,0
Nicola Cruz,Prender el Alma,2A7FyhygwyInKwO8IOErfb,41.0,0.0234,0.791,293297.0,0.516,A#,0.0723,-9.813,0.0469,112.999,0.238,0
Steel Pulse,Blessed Is the Man,59YBLUAGK08cdwEdirIXQY,30.0,0.0951,0.795,261200.0,0.438,E,0.128,-12.181,0.0945,80.01,0.452,0
Wisin & Yandel,Yo Quiero,1Wqey5mexjEoAmuhHwZ8dB,36.0,0.305,0.86,164520.0,0.806,A#,0.101,-4.292,0.0544,94.982,0.725,0
The Temper Trap,Love Lost,5y1iInKBJiE9Qfi4eKOal9,45.0,0.0189,0.55,212320.0,0.574,G,0.109,-7.427,0.0341,122.579,0.346,0
John Powell,Stoick Saves Hiccup,5o8bAlpSkN1XvDLgll2WQm,38.0,0.278,0.103,138053.0,0.157,G#,0.142,-16.007,0.0339,83.167,0.0353,0
Jacques Offenbach,Gaîté parisienne: Allegro vivo - Can-Can - Quadrille,3xW5bs9XFT6l9eaqg18eKj,6.0,0.792,0.322,218867.0,0.366,D,0.145,-15.995,0.0532,76.9,0.511,0
Neutral Milk Hotel,King of Carrot Flowers Pts. 2 & 3,6dFlPqbcAjpvDKp8voczqX,48.0,0.0514,0.221,186280.0,0.826,F,0.135,-5.393,0.126,130.632,0.116,0
J.C. Lodge,Telephone Love,6uoQvxO0P9E5HM9TeVGpTV,25.0,0.00233,0.733,193040.0,0.57,G,0.188,-8.796,0.0372,82.214,0.614,0
Solomon Burke,Diamond In Your Mind,0LzKSYLuYZ4v30iEqcmC9J,36.0,0.682,0.567,264933.0,0.435,G#,0.0985,-11.764,0.087,79.19,0.296,0
Antonio Pinto,Wanderer,4yQ7d0sAwGC239vML2IpNy,24.0,0.993,0.298,58054.0,0.000678,A#,0.0864,-36.485,0.0442,67.255,0.17,0
Sinead Harnett,Lessons,61gMPDC1BYxaTFu3af2IBK,54.0,0.448,0.545,226449.0,0.509,E,0.336,-7.782,0.256,118.09,0.559,0
Kim Walker-Smith,The King Is Here - Live,378k5TpX6hAx3L8lTsb5f8,35.0,0.0236,0.311,563653.0,0.613,A,0.0837,-6.502,0.0377,147.305,0.0727,0
Gioachino Rossini,Petite messe solennelle: I. Kyrie,3NZFO7tKReYgY8sEPvkJPQ,17.0,0.986,0.256,385853.0,0.133,C,0.0867,-24.521,0.039,115.608,0.105,0
Gabrielle Aplin,My Mistake - Piano Version,34KZBn42h1icn5V2w0YWEN,55.0,0.925,0.522,292453.0,0.231,F#,0.116,-7.229,0.0374,127.424,0.497,0
Jeffrey Ross,A Poem To My Chinese Girlfriend,3OzD2IZ8oV1vIXObZMtdgq,11.0,0.688,0.505,261840.0,0.61,C,0.188,-8.73,0.378,130.176,0.161,0
Gladys Knight & The Pips,Make Yours a Happy Home,2tswcDilKRsoUjvsheEefd,35.0,0.422,0.688,273467.0,0.681,C#,0.284,-7.354,0.0321,120.031,0.923,0
BROCKHAMPTON,SWEET,2DgMxFMUQRPthW4ROhjen1,71.0,0.543,0.718,274274.0,0.628,A#,0.116,-6.007,0.223,92.107,0.722,0
Randy Edelman,General Lee's Solitude,0zyb0hl9Qb83VOjMKcGXw4,28.0,0.95,0.0983,221427.0,0.157,C,0.119,-15.924,0.0375,75.337,0.0393,0
Daniel Caesar,Take Me Away (feat. Syd),3E895HtTn6lB40SA0l9EkL,66.0,0.708,0.395,226116.0,0.409,F#,0.0982,-8.58,0.056,74.088,0.193,0
Alice In Chains,Don't Follow,7CI0VS6ETno5mgHi4PoCrY,50.0,0.781,0.314,262133.0,0.37,C#,0.122,-9.921,0.0286,116.044,0.28,0
DaBaby,Next Song,0rrVn0KMlLHtAklzUrrfoj,68.0,0.0243,0.81,79360.0,0.754,F,0.255,-6.138,0.302,148.091,0.68,0
Francis Lai,Un homme et une femme - Instrumental,062Cv5UXgBHWkMoRScGkt0,43.0,0.692,0.447,161587.0,0.343,A,0.0689,-8.677,0.029,130.917,0.641,0
Thom Yorke,The Mother Lode,27SIyhcBaxRrgG3TmIFYG8,46.0,0.716,0.589,366970.0,0.587,F#,0.1,-14.527,0.308,149.024,0.568,0
Shirley Bassey,Goldfinger - Main Title,6iz5NXOYjDjLH4Q14tS8a7,46.0,0.373,0.408,168093.0,0.354,E,0.263,-12.447,0.0377,104.877,0.415,0
Domo Wilson,Empty,0wn93ZKXZhOYqLBf7hjskZ,37.0,0.196,0.897,172565.0,0.272,F#,0.0835,-17.273,0.366,102.042,0.0513,0
Bethel Music,Ascend,2lUBD2Y4Jo5SxdSVw7AnE3,28.0,0.06,0.409,308632.0,0.853,C,0.98,-7.161,0.0493,95.016,0.197,0
EGOIST,Kanadenaru - from Best AL Alter Ego,3UCvkVBJMFn4BvE2lBmVpm,25.0,0.253,0.311,256747.0,0.451,G,0.103,-8.474,0.0375,168.042,0.146,0
Demi Lovato,Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,73.0,0.00506,0.584,214740.0,0.614,F,0.0802,-5.587,0.0363,114.075,0.28,0
Thirdstory,Searching For A Feeling,0kGkJMm2aYS3TJdQKuacsA,51.0,0.0372,0.363,229013.0,0.444,D,0.106,-9.852,0.134,165.715,0.128,0
Claude Debussy,"Pour le piano, L. 95: I. Prélude",2QEEZ1rAeYbFA7ThMaH3Zp,31.0,0.987,0.305,239000.0,0.158,C,0.133,-19.947,0.0351,84.425,0.0393,0
Juice WRLD,ON GOD (feat. Young Thug),572BChNcXOIvtfn2TGmTKc,70.0,0.102,0.795,250272.0,0.712,F,0.123,-6.251,0.0663,146.01,0.327,0
Mavado,Badness,4Gk0MjiKVWDJ2utjW0Ty79,43.0,0.0585,0.763,201665.0,0.805,A#,0.0843,-5.3,0.259,66.791,0.692,0
Descendents,Fighting Myself,37lLexBCC4kCIPZFL1unDo,32.0,0.0102,0.364,133575.0,0.991,F,0.395,-3.137,0.14,192.186,0.676,0
The Mighty Mighty Bosstones,I Want My City Back,1BNIVW2RCCnlsGtpEwD7Eb,26.0,0.0319,0.282,196213.0,0.97,C,0.357,-3.995,0.109,177.552,0.334,0
Clutch,How to Shake Hands,1GhTjSd0wz87rXtGlfVBr8,34.0,0.00085,0.366,231980.0,0.923,G,0.102,-6.081,0.103,160.028,0.429,0
Queensrÿche,Revolution Calling - Remastered 2003,0GoQdU4T7AwJrrhE1WKFww,40.0,0.0473,0.571,279827.0,0.991,D,0.219,-2.569,0.0667,123.954,0.295,0
Francis Poulenc,Sonata for Cello and Piano: II. Cavatine,6tmzIxHREnZzKSDMm6CNNS,27.0,0.988,0.13,386507.0,0.00924,F#,0.0849,-27.853,0.0448,77.307,0.0369,0
Loscil,Stave Peak,1Y315hvTFn1VMon294Tn7y,38.0,0.936,0.0722,400626.0,0.0745,A#,0.113,-28.469,0.0361,72.547,0.0322,0
Ryuichi Sakamoto,async,6m9n6368I3cA4b1xSmmujM,12.0,0.672,0.558,164674.0,0.591,F#,0.72,-13.623,0.114,96.95,0.396,0
The Avalanches,Live A Lifetime Love,1P2i65tYEBfeRBZupkAVvL,34.0,0.176,0.516,150787.0,0.83,A#,0.883,-8.539,0.196,134.276,0.312,0
Grace Potter & The Nocturnals,Medicine,2W4zZ6r1AW42AvrjClHn6v,29.0,0.0279,0.711,245773.0,0.795,A,0.04,-3.993,0.0463,132.488,0.748,0
Tunnel Vision,123,5JoIeFbEZAE3OUpkV9hwJW,22.0,0.116,0.601,184681.0,0.591,D,0.169,-6.794,0.039,168.13,0.718,0
Kimbo Children's Music,Take Your Turn (Deliberate 4/4),2auThPOEZ8XYTexq30wWdl,0.0,0.909,0.86,49893.0,0.412,A,0.0915,-16.196,0.0865,116.879,0.435,0
Phil Wickham,Jesus Lord of Heaven,37hm6ig30rGEUR57SGVj4k,31.0,0.0557,0.172,268387.0,0.669,D,0.0766,-6.507,0.0395,85.022,0.191,0
Cavetown,Advice,2aYmP5Ar225yAtOvL6u7cS,58.0,0.0919,0.625,264504.0,0.824,C,0.117,-9.241,0.0396,107.984,0.384,0
Mad Caddies,Drinking for 11,5DV3KlTgn44g5jDSZcRW8e,45.0,0.152,0.796,233773.0,0.624,F,0.142,-5.722,0.056,77.684,0.607,0
Reik,Ya Me Enteré,0lPXFrKyl8HkdQ2E6NmNja,75.0,0.502,0.619,204173.0,0.452,A,0.122,-5.449,0.028,131.981,0.174,0
Baauer,Swoopin,0TZr2gd0XAfMSK0sYF7LDl,30.0,0.000689,0.603,192784.0,0.787,G,0.0273,-9.729,0.0779,152.098,0.375,0
Artie Lange,Newark,5rzifJikUWr1vp0GhOU6Ha,23.0,0.681,0.505,164519.0,0.973,A#,0.904,-4.899,0.88,81.318,0.263,0
Christina Aguilera,Unless It's With You,7fklxl8AxKiGz5fFZEglIm,60.0,0.578,0.588,257053.0,0.497,D,0.108,-5.312,0.0397,99.071,0.238,0
Nicholas Hooper,Flight of the Order of the Phoenix,4fG0zASzzrjugiQ6VJUozp,46.0,0.295,0.28,91920.0,0.526,D,0.0896,-16.144,0.0599,106.235,0.0307,0
The American Boychoir,This Little Babe,5S7e701Ozn72Eal7QM9hKU,13.0,0.991,0.353,83907.0,0.174,A#,0.0968,-17.102,0.053,108.855,0.134,0
Hikaru Utada,光 - Ray Of Hope MIX,1Pms8bumJBU7HO9q9RqG5Y,37.0,0.0293,0.572,333467.0,0.947,A#,0.763,-4.634,0.0413,123.661,0.604,0
Zola Blood,Islands,1ulA9EYFYNKePWslyb8evj,49.0,0.0933,0.608,203667.0,0.406,A,0.0752,-10.174,0.0305,139.901,0.312,0
The Jerky Boys,Willie The Jackass,2XlOhvrAILsOPE5lJA0mWu,18.0,0.969,0.749,136600.0,0.38,A#,0.0858,-9.651,0.937,65.486,0.72,0
Andrew York,Home,36sBjWHKTdWUae3kIlwrZd,37.0,0.989,0.45,274400.0,0.0827,D,0.101,-18.629,0.0822,81.535,0.424,0
Authority Zero,Painted Windows,4SCB30Lf5Dq9MEE2y0i1KS,28.0,0.00202,0.505,231760.0,0.95,F,0.0928,-3.376,0.0591,161.066,0.714,0
Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Fugue No.6 in D minor BWV851",0QUYRZh1ZJIJNixHpyMYSy,33.0,0.995,0.417,141040.0,0.0728,D,0.0932,-25.99,0.0418,122.993,0.157,0
Louis Armstrong,C'est si bon,5yYJNiQ3oapwwxu2A7Ch0A,34.0,0.75,0.627,183053.0,0.203,C,0.203,-12.268,0.102,113.712,0.384,0
Pretty Vicious,Something Worthwhile,5XzAuhn50q6cthO8vj0cqQ,49.0,0.000614,0.437,239547.0,0.984,D,0.305,-3.246,0.0759,152.915,0.483,0
Karmawin,Graphed,1A35nKDfpCktAhHKaCfWsE,33.0,0.924,0.644,174938.0,0.372,A#,0.105,-9.9,0.0654,90.017,0.342,0
The Game,"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",5NEAllh24T2YapWJmuw0j0,61.0,0.254,0.833,188646.0,0.742,F,0.242,-5.761,0.261,102.505,0.694,0
Kevin Gates,Hard For,0YSTRuZ7elW9CEBfZJW5Js,65.0,0.0401,0.716,247600.0,0.485,G#,0.277,-8.241,0.237,148.141,0.556,0
Susan Egan,Times Like This (Live),4xFFvN5OHSqvKDOBH3NNyT,13.0,0.741,0.509,244716.0,0.48,F,0.23,-11.002,0.373,126.816,0.374,0
Whiskey Myers,Where the Sun Don't Shine,62ddktpKWzOXvR2Lptefa2,40.0,0.011,0.346,208947.0,0.731,D,0.151,-5.174,0.0387,83.697,0.344,0
Low,Dancing and Fire,59RiOyD4WGyNOd5Yh7mZtN,42.0,0.947,0.458,257305.0,0.114,C,0.118,-13.966,0.0274,67.891,0.0379,0
Robotaki,Limbo,0Knx2fPzvO5aJCkkehLWhC,44.0,0.305,0.587,276154.0,0.753,G,0.129,-4.279,0.0622,156.022,0.307,0
Róisín Murphy,Plaything,3CRuaG93yRRpSkPjTwsjF9,44.0,0.00222,0.819,363370.0,0.549,C#,0.082,-7.75,0.0442,125.015,0.319,0
Cocteau Twins,"Sea, Swallow Me",0EtYctBNJJ4IMNR7skKfm3,41.0,0.565,0.452,189040.0,0.676,C,0.252,-13.418,0.0266,163.937,0.83,0
Buku,Yeahboi!,5P4s55ubmOnRPKPoyoJfP5,34.0,0.0031,0.621,240000.0,0.807,C#,0.143,-7.149,0.0547,170.067,0.518,0
Giacomo Meyerbeer,"An Gott (Arr. D. Salvi for Voice, Strings & Piano)",3McC68yeU8GwsFxVURxV2X,21.0,0.969,0.402,315467.0,0.118,G,0.127,-15.968,0.0469,122.508,0.0918,0
Ibrary's Children's Music & Stories,Amazing Grace,3BuJIqikQzxSfPAdOoksPm,0.0,0.151,0.685,211828.0,0.418,C#,0.107,-13.455,0.0453,129.931,0.667,0
Chase Rice,Look at My Truck,3nd43CEbT11MUQVIh7GGiL,47.0,0.00627,0.455,196130.0,0.842,A,0.34,-4.483,0.0386,160.019,0.543,0
LeToya Luckett,B2L,72ISsdXp1ZBLGdhhnuPWtj,55.0,0.284,0.49,253671.0,0.429,A#,0.263,-9.849,0.0958,96.347,0.154,0
